9050.3594 2.7108512e-14 0.95390797 -0.049482975 1.3810669 0.0099999998 
9127.9307 0.73276097 0.2211294 1.0508577 0.28161794 0.0099999998 
9194.9961 2.7108812e-14 0.95390898 -0.049473222 1.3810686 0.0099999998 
9272.5674 0.73276091 0.22112891 1.0508673 0.28161722 0.0099999998 
9339.6328 2.7109144e-14 0.95390713 -0.049463466 1.3810657 0.0099999998 
9417.2041 0.73276049 0.22112952 1.0508765 0.28161812 0.0099999998 
9484.2695 2.710945e-14 0.95390737 -0.049453713 1.3810661 0.0099999998 
9561.8408 0.73276037 0.22112943 1.050886 0.281618 0.0099999998 
9628.9062 2.710975e-14 0.95390838 -0.049443956 1.3810675 0.0099999998 
9706.4775 0.73276031 0.22112896 1.0508957 0.28161728 0.0099999998 
9773.543 2.7110082e-14 0.9539066 -0.049434204 1.3810649 0.0099999998 
9851.1143 0.73275995 0.22112952 1.0509049 0.28161812 0.0099999998 
9918.1797 2.7110389e-14 0.95390677 -0.049424447 1.3810651 0.0099999998 
9995.751 0.73275983 0.22112945 1.0509144 0.281618 0.0099999998 
9032.0693 0.67150545 0.22187142 0.76824558 0.24218106 0.027249999 
9097.9707 1.0530725e-12 0.89337832 -0.016417023 1.0269494 0.027249999 
9172.9492 0.67150515 0.22187142 0.7682516 0.24218108 0.027249999 
9238.8506 1.0530915e-12 0.89337802 -0.016410688 1.026949 0.027249999 
9313.8291 0.67150486 0.22187144 0.76825756 0.24218108 0.027249999 
9379.7305 1.0531106e-12 0.89337772 -0.016404351 1.0269487 0.027249999 
9454.709 0.67150456 0.22187145 0.76826352 0.24218109 0.027249999 
9520.6104 1.0531296e-12 0.89337736 -0.016398015 1.0269482 0.027249999 
9595.5889 0.6715042 0.22187145 0.76826948 0.24218111 0.027249999 
9661.4902 1.0531487e-12 0.89337707 -0.01639168 1.0269479 0.027249999 
9736.4688 0.6715039 0.22187147 0.76827544 0.24218112 0.027249999 
9802.3701 1.0531678e-12 0.89337671 -0.016385343 1.0269475 0.027249999 
9877.3486 0.6715036 0.22187148 0.76828146 0.24218114 0.027249999 
9943.25 1.0531867e-12 0.89337635 -0.016379006 1.026947 0.027249999 
9006.1143 2.5005834e-11 0.83778757 -0.0094920015 0.91053438 0.044500001 
9078.6602 0.61512327 0.22267257 0.66612059 0.23444436 0.044500001 
9143.4307 2.5006348e-11 0.8377834 -0.0094870282 0.91052979 0.044500001 
9215.9756 0.6151228 0.22266948 0.666125 0.23444103 0.044500001 
9280.7471 2.5006852e-11 0.83778012 -0.009482055 0.91052622 0.044500001 
9353.292 0.6151225 0.22267176 0.66612965 0.23444349 0.044500001 
9418.0625 2.5007382e-11 0.83778423 -0.0094770817 0.91053075 0.044500001 
9490.6074 0.6151222 0.22267345 0.66613436 0.23444532 0.044500001 
9555.3779 2.500789e-11 0.83778048 -0.0094721094 0.91052663 0.044500001 
9627.9229 0.61512166 0.22267088 0.66613871 0.23444255 0.044500001 
9692.6943 2.5008415e-11 0.83778512 -0.0094671361 0.91053176 0.044500001 
9765.2393 0.61512136 0.22267285 0.66614342 0.23444466 0.044500001 
9830.0098 2.5008927e-11 0.83778101 -0.0094621629 0.91052717 0.044500001 
9902.5547 0.61512095 0.22266996 0.66614783 0.23444155 0.044500001 
9967.3252 2.5009448e-11 0.83778614 -0.0094571896 0.91053283 0.044500001 
9051.2129 3.9791515e-10 0.78628981 -0.0071248533 0.83753878 0.061749998 
9121.4521 0.56276798 0.22354247 0.59734321 0.2323148 0.061749998 
9185.1172 3.9792328e-10 0.7862826 -0.0071207923 0.83753103 0.061749998 
9255.3555 0.56276751 0.22353916 0.59734672 0.23231132 0.061749998 
